Data,x,y,pin1,pin2,pin3,pin4,pin5,
Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

