Data,x,y,pin1,pin2,pin3,pin4,pin5,
Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-57,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-55,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-56,-37,0,0,0,0,0,

Data,-49,-37,0,0,0,0,0,

Data,-42,-37,0,0,0,0,0,

Data,-28,-37,0,0,0,0,0,

Data,-20,-37,0,0,0,0,0,

Data,-2,-37,0,0,0,0,0,

Data,8,-37,0,0,0,0,0,

Data,25,-37,0,0,0,0,0,

Data,35,-37,0,0,0,0,0,

Data,49,-37,0,0,0,0,0,

Data,57,-37,0,0,0,0,0,

Data,70,-37,0,0,0,0,0,

Data,75,-37,0,0,0,0,0,

Data,86,-37,0,0,0,0,0,

Data,92,-37,0,0,0,0,0,

Data,105,-37,0,0,0,0,0,

Data,112,-37,0,0,0,0,0,

Data,124,-37,0,0,0,0,0,

Data,130,-37,0,0,0,0,0,

Data,140,-37,0,0,0,0,0,

Data,144,-37,0,0,0,0,0,

Data,154,-37,0,0,0,0,0,

Data,156,-37,0,0,0,0,0,

Data,162,-37,0,0,0,0,0,

Data,159,-37,0,0,0,0,0,

Data,162,-37,0,0,0,0,0,

Data,160,-37,0,0,0,0,0,

Data,165,-37,0,0,0,0,0,

Data,164,-37,0,0,0,0,0,

Data,169,-37,0,0,0,0,0,

Data,167,-37,0,0,0,0,0,

Data,172,-37,0,0,0,0,0,

Data,176,-37,0,0,0,0,0,

Data,185,-37,0,0,0,0,0,

Data,186,-37,0,0,0,0,0,

Data,190,-37,0,0,0,0,0,

Data,189,-37,0,0,0,0,0,

Data,192,-37,0,0,0,0,0,

Data,190,-37,0,0,0,0,0,

Data,196,-37,0,0,0,0,0,

Data,199,-37,0,0,0,0,0,

Data,206,-37,0,0,0,0,0,

Data,207,-37,0,0,0,0,0,

Data,212,-37,0,0,0,0,0,

Data,210,-37,0,0,0,0,0,

Data,214,-37,0,0,0,0,0,

Data,213,-37,0,0,0,0,0,

Data,217,-37,0,0,0,0,0,

Data,220,-37,0,0,0,0,0,

Data,228,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,236,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,236,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,238,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,236,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,238,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,238,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,238,-37,0,0,0,0,0,

Data,238,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,236,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,238,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,236,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,238,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,236,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,236,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,234,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,238,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,231,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,230,-37,0,0,0,0,0,

Data,229,-37,0,0,0,0,0,

Data,232,-37,0,0,0,0,0,

Data,233,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,238,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,235,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,237,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,255,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,255,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,255,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,255,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,256,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,254,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,252,-37,0,0,0,0,0,

Data,251,-37,0,0,0,0,0,

Data,253,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,250,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,240,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,245,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,246,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,242,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,241,-37,0,0,0,0,0,

Data,239,-37,0,0,0,0,0,

Data,243,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

Data,248,-37,0,0,0,0,0,

Data,247,-37,0,0,0,0,0,

Data,249,-37,0,0,0,0,0,

Data,244,-37,0,0,0,0,0,

