Data,x,y,b1,b2,b3,b4,b5,
Data,247,-36,0,0,0,0,0,

Data,234,-36,0,0,0,0,0,

Data,248,-36,0,0,0,0,0,

Data,239,-36,0,0,0,0,0,

Data,249,-36,0,0,0,0,0,

Data,232,-36,0,0,0,0,0,

Data,241,-36,0,0,0,0,0,

Data,227,-36,0,0,0,0,0,

Data,237,-36,0,0,0,0,0,

Data,217,-36,0,0,0,0,0,

Data,224,-36,0,0,0,0,0,

Data,210,-36,0,0,0,0,0,

Data,222,-36,0,0,0,0,0,

Data,205,-36,0,0,0,0,0,

Data,215,-36,0,0,0,0,0,

Data,196,-36,0,0,0,0,0,

Data,207,-36,0,0,0,0,0,

Data,187,-36,0,0,0,0,0,

Data,193,-36,0,0,0,0,0,

Data,171,-36,0,0,0,0,0,

Data,180,-36,0,0,0,0,0,

Data,165,-36,0,0,0,0,0,

Data,177,-36,0,0,0,0,0,

Data,156,-36,0,0,0,0,0,

Data,165,-36,0,0,0,0,0,

Data,144,-36,0,0,0,0,0,

Data,155,-36,0,0,0,0,0,

Data,135,-36,0,0,0,0,0,

Data,145,-36,0,0,0,0,0,

Data,123,-36,0,0,0,0,0,

Data,134,-36,0,0,0,0,0,

Data,114,-36,0,0,0,0,0,

Data,125,-36,0,0,0,0,0,

