Data,xfilt,yfilt,xRaw,yRaw,pin0,pin1,pin2,pin3,pin4,
Data,-4,-10,-55,-151,0,0,0,0,0,

Data,-16,-42,-55,-151,0,0,0,0,0,

Data,-31,-85,-55,-151,0,0,0,0,0,

Data,-43,-121,-55,-151,0,0,0,0,0,

Data,-51,-145,-55,-151,0,0,0,0,0,

Data,-55,-158,-55,-151,0,0,0,0,0,

Data,-56,-163,-55,-151,0,0,0,0,0,

Data,-56,-163,-55,-151,0,0,0,0,0,

Data,-56,-160,-55,-151,0,0,0,0,0,

Data,-56,-156,-55,-151,0,0,0,0,0,

Data,-56,-153,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-152,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-152,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-152,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-54,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

Data,-56,-152,-55,-151,0,0,0,0,0,

